TRRSRT_NM,TRRSRT_AREA_NM,TRRSRT_ADRES,TRRSRT_LA_XCRD,TRRSRT_LO_YCRD,TRRSRT_TY_NM,TRRSRT_AMOUNT,USER_AGRDE_CODE,USER_SEXDSTN_CODE,USER_BRTC_CODE,CONECT_DEVICE_NM,PURCHS_DT,ADULT_NMPR_CO,CHILD_NMPR_CO,INFNT_NMPR_CO,USE_DT,SETLE_MN_NM,TOT_AMOUNT
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-05-05 오전 11:12:00,4,0,0,2021-05-08 오후 12:02:39,채널결제,46800
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 10:52:00,1,0,0,2021-05-08 오후 12:05:49,채널결제,6500
자유이용권(점보빌리지),서부권,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11 ㈜백상(점보빌리지),0,0,,,,3,,,2021-03-31 오후 2:06:00,4,0,0,2021-05-08 오후 12:13:02,빌링(LG),38000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 8:41:00,2,0,0,2021-05-08 오후 12:14:55,채널결제,13000
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 8:48:00,0,1,0,2021-05-08 오후 12:16:05,채널결제,4200
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 8:48:00,3,0,0,2021-05-08 오후 12:16:20,채널결제,19500
자유이용권(건강과성박물관),서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,,,,3,,,2021-05-05 오후 12:54:00,4,0,0,2021-05-08 오후 12:16:45,빌링(LG),38000
카멜리아힐,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 10:58:00,0,2,0,2021-05-08 오후 12:27:49,채널결제,8400
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 10:58:00,2,0,0,2021-05-08 오후 12:27:59,채널결제,13000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-07 오후 5:51:00,1,0,0,2021-05-08 오후 12:45:06,채널결제,6500
자유이용권(메이즈랜드),동부권,제주특별자치도 제주시 구좌읍 비자림로 2134-47 메이즈랜드,0,0,,,,3,,,2021-05-06 오전 7:27:00,2,0,0,2021-05-08 오후 12:52:29,빌링(LG),36800
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-05-07 오전 10:27:00,3,0,0,2021-05-08 오후 1:00:57,빌링(LG),41800
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-03 오후 1:25:00,2,0,0,2021-05-08 오후 1:02:15,채널결제,13000
자유이용권(퍼시픽리솜),제주시내권,제주특별자치도 서귀포시 중문관광로 154-17 퍼시픽랜드,0,0,,,,3,,,2021-05-06 오전 1:42:00,1,2,0,2021-05-08 오후 1:03:45,빌링(LG),135000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-07 오후 10:52:00,1,0,0,2021-05-08 오후 1:06:25,채널결제,6500
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-05-06 오후 4:50:00,1,0,0,2021-05-08 오후 1:10:34,빌링(LG),11700
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 8:59:00,1,0,0,2021-05-08 오후 1:14:40,채널결제,6500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오후 1:33:00,2,0,0,2021-05-08 오후 1:46:10,채널결제,13000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 9:01:00,2,0,0,2021-05-08 오후 1:55:31,채널결제,13000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-06 오후 5:21:00,1,0,0,2021-05-08 오후 1:58:09,채널결제,6500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-06 오후 5:25:00,1,0,0,2021-05-08 오후 1:58:16,채널결제,6500
자유이용권(건강과성박물관),서부권,제주특별자치도 서귀포시 안덕면 일주서로 1611 ㈜에스메카(건강과성박물관),0,0,,,,3,,,2021-05-08 오전 7:43:00,2,0,0,2021-05-08 오후 2:25:44,빌링(LG),19000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-05-08 오전 10:06:00,4,0,0,2021-05-08 오후 2:26:30,빌링(LG),19500
서프라이즈테마파크,동부권,제주특별자치도 제주시 조천읍 남조로 2243 서프라이즈테마파크,0,0,테마파크,,,3,,,2021-05-08 오전 8:17:00,1,2,0,2021-05-08 오후 2:29:58,채널결제,26000
탐라승마장-숲터널 초원 코스 이용권,동부권,제주특별자치도 제주시 조천읍 교래리 42-3 탐라승마,0,0,레저/체험/액티비티,,,3,,,2021-05-05 오후 2:42:00,3,0,0,2021-05-08 오후 2:35:36,채널결제,75000
자유이용권(제주민속촌),동부권,제주특별자치도 서귀포시 표선면 민속해안로 631-34 제주민속촌,0,0,,,,3,,,2021-04-04 오후 11:18:00,2,2,0,2021-05-08 오후 2:43:08,빌링(LG),50200
제주김녕미로공원 입장권,서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,테마파크,,,3,,,2021-05-08 오전 8:55:00,2,2,0,2021-05-08 오후 2:48:00,채널결제,21600
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오후 1:19:00,1,0,0,2021-05-08 오후 2:49:45,채널결제,6500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 1:58:00,1,0,0,2021-05-08 오후 2:50:37,채널결제,6500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오후 2:48:00,2,0,0,2021-05-08 오후 2:54:06,채널결제,13000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-04 오후 11:27:00,1,0,0,2021-05-08 오후 3:00:15,채널결제,6500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오후 1:42:00,1,0,0,2021-05-08 오후 3:01:41,채널결제,6500
돌문화공원 입장권,동부권,제주특별자치도 제주시 조천읍 남조로 2023 돌문화공원,0,0,테마파크,,,3,,,2021-05-08 오전 9:53:00,2,0,0,2021-05-08 오후 3:16:00,채널결제,9000
JSR제주실탄사격장-실탄사격 이용권,중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,레저/체험/액티비티,,,3,,,2021-05-08 오후 3:16:00,3,0,0,2021-05-08 오후 3:21:12,카드,100000
아쿠아플라넷-AQ패키지권,동부권,제주특별자치도 서귀포시 성산읍 섭지코지로 95 아쿠아플라넷 제주,0,0,테마파크,,,3,,,2021-05-08 오후 3:20:00,3,0,0,2021-05-08 오후 3:27:21,카드,86700
휴애리 자연생활공원,동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,테마파크,,,3,,,2021-05-08 오후 3:29:00,2,0,0,2021-05-08 오후 3:43:45,카드,23400
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 10:56:00,1,0,0,2021-05-08 오후 3:57:28,채널결제,6500
소인국테마파크 입장권,서부권,제주특별자치도 서귀포시 안덕면 중산간서로 1878 소인국테마파크,0,0,테마파크,,,3,,,2021-05-05 오전 11:12:00,4,0,0,2021-05-08 오후 4:04:05,채널결제,28000
자유이용권(노리매),서부권,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 노리매,0,0,,,,3,,,2021-05-08 오전 8:48:00,3,0,0,2021-05-08 오후 4:09:36,빌링(LG),21000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-06 오후 5:08:00,1,0,0,2021-05-08 오후 4:16:49,채널결제,6500
자유이용권(소인국테마파크),서부권,제주특별자치도 서귀포시 안덕면 중산간서로 1878 소인국테마파크,0,0,,,,3,,,2021-05-06 오전 1:42:00,1,2,0,2021-05-08 오후 4:17:24,빌링(LG),135000
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-05-07 오후 1:21:00,2,0,0,2021-05-08 오후 4:46:15,빌링(LG),23400
얼라이브카트 탑승권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 42 박물관은살아있다,0,0,레저/체험/액티비티,,,3,,,2021-05-07 오후 10:45:00,6,0,0,2021-05-08 오후 4:46:34,채널결제,90000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-05-08 오전 10:40:00,2,0,0,2021-05-08 오후 4:47:20,빌링(LG),13000
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-05-07 오후 6:25:00,2,0,0,2021-05-08 오후 4:50:50,빌링(LG),13000
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-05-08 오후 4:26:00,7,1,0,2021-05-08 오후 5:08:13,빌링(LG),90900
자유이용권(JSR제주실탄사격장),중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,,,,3,,,2021-05-07 오후 5:43:00,2,2,0,2021-05-08 오후 5:17:04,빌링(LG),37000
자유이용권(JSR제주실탄사격장),중문/서귀포,제주특별자치도 서귀포시 소보리당로164번길 61 JSR제주실탄사격,0,0,,,,3,,,2021-05-07 오후 5:43:00,2,2,0,2021-05-08 오후 5:17:16,빌링(LG),37000
세계자동차&피아노박물관 입장권,중문/서귀포,제주특별자치도 서귀포시 안덕면 중산간서로 1610 세계자동차제주박물관,0,0,전시/박물관,,,3,,,2021-05-08 오후 5:03:00,2,1,0,2021-05-08 오후 5:22:10,카드,33500
제주불빛정원 - 인생사진관(야간),제주시내권,제주특별자치도 제주시 애월읍 평화로 2346 (주)제주불빛정원,0,0,테마파크,,,3,,,2021-05-08 오후 6:39:00,2,1,0,2021-05-08 오후 6:57:08,카드,25600
자유이용권((주)제주조각공원),서부권,제주특별자치도 서귀포시 안덕면 일주서로 1836 제주조각공원,0,0,,,,3,,,2021-05-07 오후 4:14:00,2,0,0,2021-05-08 오후 7:11:24,빌링(LG),46400
자유이용권(카멜리아힐),서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,,,,3,,,2021-05-08 오전 8:48:00,3,0,0,2021-05-09 오전 9:00:59,빌링(LG),40500
자유이용권(돌문화공원),동부권,제주특별자치도 제주시 조천읍 남조로 2023 돌문화공원,0,0,,,,3,,,2021-05-05 오후 5:55:00,4,0,0,2021-05-09 오전 9:13:20,빌링(LG),154000
제주김녕미로공원 입장권,서부권,제주특별자치도 제주시 구좌읍 만장굴길 122 제주김녕미로공원,0,0,테마파크,,,3,,,2021-05-05 오전 11:12:00,4,0,0,2021-05-09 오전 10:04:46,채널결제,26000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-09 오전 7:21:00,2,0,0,2021-05-09 오전 10:12:22,채널결제,13000
제주 스카이워터쇼 (워터서커스),동부권,제주특별자치도 제주시 구좌읍 번영로 2172-80 제1호(아트랜드),0,0,쇼/공연/상영관,,,3,,,2021-05-08 오전 9:10:00,3,0,0,2021-05-09 오전 10:19:06,채널결제,36000
자유이용권(휴애리㈜),동부권,제주특별자치도 서귀포시 남원읍 신례천로 330 휴애리㈜,0,0,,,,3,,,2021-05-06 오후 4:30:00,2,0,0,2021-05-09 오전 10:28:22,빌링(LG),23400
어승생승마공원-체험승마B코스 이용권,제주시내권,제주특별자치도 제주시 1100로 2659 어승생승마공원,0,0,레저/체험/액티비티,,,3,,,2021-05-08 오후 9:02:00,2,2,0,2021-05-09 오전 10:40:07,채널결제,132000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 10:31:00,2,0,0,2021-05-09 오전 10:42:45,채널결제,13000
우도잠수함,서부권,제주특별자치도 서귀포시 성산읍 성산등용로 130-21 제주씨월드㈜(우도잠수함),0,0,잠수함/유람선/제트보트,,,3,,,2021-05-05 오후 2:54:00,2,0,0,2021-05-09 오전 10:49:59,채널결제,70000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-09 오전 8:16:00,1,0,0,2021-05-09 오전 10:52:39,채널결제,6500
자유이용권(그리스신화/트릭아이 박물관),서부권,제주특별자치도 제주시 한림읍 광산로 942 그리스신화박물관 제주뮤지엄컴플렉스㈜,0,0,,,,3,,,2021-04-21 오전 9:57:00,2,0,0,2021-05-09 오전 10:54:51,빌링(LG),64300
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-07 오전 9:07:00,1,0,0,2021-05-09 오전 11:08:57,채널결제,6500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-09 오전 11:04:00,1,0,0,2021-05-09 오전 11:24:29,채널결제,6500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-09 오전 11:31:00,3,0,0,2021-05-09 오전 11:35:19,채널결제,19500
자유이용권((주)한림공원),서부권,제주특별자치도 제주시 한림읍 한림로 300 (주)한림공원,0,0,,,,3,,,2021-05-07 오후 4:14:00,2,0,0,2021-05-09 오전 11:48:21,빌링(LG),69200
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-09 오전 9:10:00,2,0,0,2021-05-09 오전 11:56:45,채널결제,13000
자유이용권(제주레일파크㈜),동부권,제주특별자치도 제주시 구좌읍 용눈이오름로 641 제주레일파크㈜,0,0,,,,3,,,2021-05-05 오후 5:55:00,4,0,0,2021-05-09 오후 12:08:00,빌링(LG),154000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-09 오전 9:52:00,1,0,0,2021-05-09 오후 12:09:36,채널결제,6500
제주센트럴파크+세그웨이고카트,동부권,제주특별자치도 제주시 조천읍 비자림로 606 ㈜제주미니미니랜드,0,0,테마파크/레저/체험/액티비티,,,3,,,2021-05-09 오전 9:27:00,0,3,0,2021-05-09 오후 12:10:34,채널결제,37500
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 6:37:00,2,0,0,2021-05-09 오후 12:12:27,채널결제,13000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오후 10:51:00,3,0,0,2021-05-09 오후 12:17:53,채널결제,19500
자유이용권(그시절 추억의 테마공원 선녀와나무꾼),동부권,제주특별자치도 제주시 조천읍 선교로 267 그시절 추억의 테마공원 선녀와나무꾼,0,0,,,,3,,,2021-05-07 오전 7:36:00,1,0,0,2021-05-09 오후 12:22:23,빌링(LG),10400
자유이용권(제주러브랜드),제주시내권,제주특별자치도 제주시 1100로 2894-72 ㈜제주테마조각공원(제주러브랜드),0,0,,,,3,,,2021-04-07 오후 12:42:00,4,0,0,2021-05-09 오후 12:24:12,빌링(LG),79600
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-08 오전 1:28:00,2,0,0,2021-05-09 오후 12:31:19,채널결제,13000
[탐나오이벤트]카멜리아힐1+1,서부권,제주특별자치도 서귀포시 안덕면 병악로 166 카멜리아힐,0,0,테마파크,,,3,,,2021-05-09 오전 11:21:00,1,0,0,2021-05-09 오후 12:43:23,채널결제,6500
여미지식물원 입장권,중문/서귀포,제주특별자치도 서귀포시 중문관광로 93 부국개발㈜ 여미지식물원,0,0,테마파크,,,3,,,2021-05-09 오전 10:09:00,2,0,0,2021-05-09 오후 12:46:24,카드,18500
서프라이즈테마파크,동부권,제주특별자치도 제주시 조천읍 남조로 2243 서프라이즈테마파크,0,0,테마파크,,,3,,,2021-05-09 오후 1:00:00,1,1,0,2021-05-09 오후 1:02:39,채널결제,18000
