사업장명,업종구분대분류,업종구분소분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,부대시설내역,데이터갱신일자
메이저2 호스텔,관광사업자,관광숙박업,20160628,,영업/정상,,,,,1761.06,제주특별자치도 제주시 연동 273 - 54,제주특별자치도 제주시 은남4길 40 (연동),,공동취사장 등,2019-06-15 02:21:11
(주)영투어,관광사업자,여행업,20131223,,영업/정상,,,,,64.8,제주특별자치도 제주시 아라이동 3011 - 10 102호,"제주특별자치도 제주시 중앙로 247, 3층 (이도이동)",,,2019-06-15 02:21:11
(주)힐스톤,관광사업자,관광객이용시설업,20090911,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 2574 - 5,제주특별자치도 제주시 월랑로 67 (노형동),,,2019-06-15 02:21:11
라온프라이빗타운,관광사업자,관광객이용시설업,20150624,,영업/정상,,,,,782617.0,제주특별자치도 제주시 한림읍 협재리 2838,제주특별자치도 제주시 한림읍 금능남로 127,,수영장,2019-06-15 02:21:11
제주항공우주호텔,관광사업자,관광숙박업,20140328,,영업/정상,,,,,21359.0,제주특별자치도 서귀포시 안덕면 서광리 산 39,,,,2019-06-15 02:21:11
(유)아주관광,관광사업자,여행업,19980711,,영업/정상,,,,,,제주특별자치도 제주시 연동 1531 - 5,제주특별자치도 제주시 과원로 45 (연동),,,2019-06-15 02:21:11
주식회사 티아이씨코리아,관광사업자,여행업,20150313,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 308 - 15 101호,제주특별자치도 제주시 비월길 32 (연동),,,2019-06-15 02:21:11
(주)인본,관광사업자,여행업,20150319,,영업/정상,,,,,0.0,제주특별자치도 제주시 도남동 573 - 1,제주특별자치도 제주시 청사로 13 (도남동),,,2019-06-15 02:21:11
(주)유에이여행사,관광사업자,여행업,20150319,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 1400 - 1 501호,"제주특별자치도 제주시 과원북4길 69, 501호 (연동,효정빌딩)",,,2019-06-15 02:21:11
(주)비투티,관광사업자,여행업,20150324,,영업/정상,,,,,0.0,제주특별자치도 제주시 이호일동 359 - 1,제주특별자치도 제주시 백포북길 30 (이호일동),,,2019-06-15 02:21:11
(주)하얀글로벌,관광사업자,여행업,20150428,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 2329 - 3,제주특별자치도 제주시 성신로2길 25 (연동),,,2019-06-15 02:21:11
(주)김석국제상무여행사,관광사업자,여행업,20150504,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 253 - 5,"제주특별자치도 제주시 노연로 62, 207호 (연동,신성오피스텔)",,,2019-06-15 02:21:11
더케이제주호텔(주)Tour,관광사업자,여행업,20150511,,영업/정상,,,,,0.0,제주특별자치도 제주시 삼도이동 1254,제주특별자치도 제주시 탑동로 66 (삼도이동),,,2019-06-15 02:21:11
더휴투어,관광사업자,여행업,20150512,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 720 - 1 304호,"제주특별자치도 제주시 과원북4길 3, 304호 (노형동)",,,2019-06-15 02:21:11
엠버여행사,관광사업자,여행업,20150512,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 310 - 3,제주특별자치도 제주시 1100로 2671-51 (노형동),,,2019-06-15 02:21:11
(주)제이앤피투어,관광사업자,여행업,20150515,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 2324 - 5 1123호,"제주특별자치도 제주시 도령로 87, 1123호 (연동,현대오피스텔)",,,2019-06-15 02:21:11
해리안호텔,관광사업자,관광숙박업,20160428,,영업/정상,,,,,1641.75,제주특별자치도 서귀포시 중문동 2167 - 16,제주특별자치도 서귀포시 천제연로 153 (중문동),,,2019-06-15 02:21:11
제이드림 호텔,관광사업자,관광숙박업,20160504,,영업/정상,,,,,2433.08,제주특별자치도 제주시 연동 272 - 26,제주특별자치도 제주시 은남1길 40 (연동),,"식당, 정보교류문화시설",2019-06-15 02:21:11
어반아일랜드,관광사업자,관광숙박업,20160511,,영업/정상,,,,,3030.49,제주특별자치도 제주시 연동 292 - 27,제주특별자치도 제주시 삼무로 76 (연동),,레스토랑 및 정보교류시설,2019-06-15 02:21:11
유어스호텔,관광사업자,관광숙박업,20160513,,영업/정상,,,,,4989.17,제주특별자치도 서귀포시 중문동 2129 - 2,제주특별자치도 서귀포시 천제연로178번길 21 (중문동),,레스토랑,2019-06-15 02:21:11
그랜드메르호텔 제주,관광사업자,관광숙박업,20160603,,영업/정상,,,,,4870.01,제주특별자치도 서귀포시 하예동 460 - 1,제주특별자치도 서귀포시 논짓물로 45 (하예동),,,2019-06-15 02:21:11
더스테이인 애월 관광호텔,관광사업자,관광숙박업,20160616,,영업/정상,,,,,4991.6,제주특별자치도 제주시 애월읍 하귀1리 544 - 2,제주특별자치도 제주시 애월읍 일주서로 7113,,일반음식점,2019-06-15 02:21:11
제주스테이,관광사업자,관광숙박업,20160617,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 성산읍 고성리 496 - 1,제주특별자치도 서귀포시 성산읍 신고로 11,,,2019-06-15 02:21:11
풍경호스텔,관광사업자,관광숙박업,20160628,,영업/정상,,,,,896.38,제주특별자치도 서귀포시 서홍동 754 - 3,,,,2019-06-15 02:21:11
(주)에이티투어,관광사업자,여행업,20100114,,영업/정상,,,,,122.63,제주특별자치도 제주시 오라이동 2185 - 2,"제주특별자치도 제주시 연삼로 165, 2층 (오라이동)",,,2019-06-15 02:21:11
(주)제주세일여행사,관광사업자,여행업,20120307,,영업/정상,,,,,130.0,제주특별자치도 제주시 삼도일동 572 - 8 101호,"제주특별자치도 제주시 서광로18길 5-5, 101호 (삼도일동,정우에코하우스)",,,2019-06-15 02:21:11
엘린(사회복지법인 창암복지재단),관광사업자,여행업,20120312,,영업/정상,,,,,209.58,제주특별자치도 제주시 연동 292 - 32,"제주특별자치도 제주시 은남1길 4, 1층 (연동,아네모스호텔)",,,2019-06-15 02:21:11
(주)남안,관광사업자,여행업,20080316,,영업/정상,,,,,0.0,제주특별자치도 제주시 이도일동 1256 - 7,"제주특별자치도 제주시 동광로1길 28-1, 3층 (이도일동)",,,2019-06-15 02:21:11
(주)문화항공여행사,관광사업자,여행업,20120404,,영업/정상,,,,,104.13,제주특별자치도 제주시 삼도이동 1011 - 1,"제주특별자치도 제주시 관덕로 7, 3층 (삼도이동)",,,2019-06-15 02:21:11
(주)예스투어,관광사업자,여행업,20120409,,영업/정상,,,,,191.62,제주특별자치도 제주시 노형동 914 - 7,"제주특별자치도 제주시 노연로 37-1, 4층 (노형동,다온빌딩)",,,2019-06-15 02:21:11
(주)제이엠아이씨이,관광사업자,여행업,20120510,,영업/정상,,,,,173.25,제주특별자치도 제주시 연동 2307 - 4,"제주특별자치도 제주시 일주서로 7880, 2층 (연동)",,,2019-06-15 02:21:11
(주)한스투어,관광사업자,여행업,20120515,,영업/정상,,,,,76.0,제주특별자치도 제주시 노형동 737 - 1,"제주특별자치도 제주시 진군1길 15, 3층 (노형동,한아름빌딩)",,,2019-06-15 02:21:11
(주)다인관광,관광사업자,여행업,20131220,,영업/정상,,,,,66.0,제주특별자치도 제주시 이도이동 1069 - 23,제주특별자치도 제주시 남광북3길 39 (이도이동),,,2019-06-15 02:21:11
(주) 천지관광,관광사업자,여행업,20051013,,영업/정상,,,,,,제주특별자치도 제주시 연동 304-114,,,,2019-06-15 02:21:11
(주)더블비제주,관광사업자,여행업,20051031,,영업/정상,,,,,,제주특별자치도 서귀포시 호근동,,,,2019-06-15 02:21:11
(주)제주에프엠여행사,관광사업자,여행업,20051205,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 1776 - 15,제주특별자치도 제주시 서광로 284 (이도이동),,,2019-06-15 02:21:11
(주)스마트여행사,관광사업자,여행업,20051212,,영업/정상,,,,,,제주특별자치도 제주시 연동 301 - 22,제주특별자치도 제주시 귀아랑길 26 (연동),,,2019-06-15 02:21:11
(주)제주신화항공여행사,관광사업자,여행업,20120813,,영업/정상,,,,,80.0,제주특별자치도 제주시 노형동 710 - 3 301호,"제주특별자치도 제주시 연북로 25, 3층 (노형동)",,,2019-06-15 02:21:11
(주)비바제주,관광사업자,여행업,20131126,,영업/정상,,,,,100.0,제주특별자치도 제주시 노형동 2578 - 6,"제주특별자치도 제주시 과원북4길 27, 401호 (노형동)",,,2019-06-15 02:21:11
(주)제이에스,관광사업자,여행업,20120912,,영업/정상,,,,,231.24,제주특별자치도 제주시 연동 279 - 2,"제주특별자치도 제주시 신대로22길 40, 201호 (연동,벽강하이본타워)",,,2019-06-15 02:21:11
(주)백통신원여행사,관광사업자,여행업,20121130,,영업/정상,,,,,430.0,제주특별자치도 서귀포시 남원읍 위미리 4627,제주특별자치도 서귀포시 남원읍 서성로 427,,,2019-06-15 02:21:11
(주)엔터커뮤니케이션,관광사업자,여행업,20131125,,영업/정상,,,,,99.0,제주특별자치도 제주시 연동 939 313호,"제주특별자치도 제주시 노연로 42, 313호 (노형동,정한오피스텔)",,,2019-06-15 02:21:11
제주동제여행사(주),관광사업자,여행업,20121207,,영업/정상,,,,,80.0,제주특별자치도 제주시 한림읍 한림리 1365 - 1,"제주특별자치도 제주시 한림읍 한림로 665-1, 3층",,,2019-06-15 02:21:11
(주)제이아이씨,관광사업자,여행업,20121227,,영업/정상,,,,,178.61,제주특별자치도 제주시 연동 1372 - 2,"제주특별자치도 제주시 연북로 86, 3층 (연동,진흥빌딩)",,,2019-06-15 02:21:11
아시아레저(주),관광사업자,여행업,20130102,,영업/정상,,,,,80.0,제주특별자치도 제주시 아라일동 6125 - 10,"제주특별자치도 제주시 인다13길 55, 2층 (아라일동)",,,2019-06-15 02:21:11
(주)여행매니저,관광사업자,여행업,20121119,,영업/정상,,,,,75.0,제주특별자치도 제주시 노형동 1029 - 9,제주특별자치도 제주시 월랑북3길 6-1 (노형동),,,2019-06-15 02:21:11
제주김박물관,관광사업자,관광객이용시설업,20111214,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 177,"제주특별자치도 제주시 연삼로 지하 61, 1층 (연동)",,,2019-06-15 02:21:11
제주도캠핑카라반,관광사업자,관광객이용시설업,20160126,,영업/정상,,,,,0.0,제주특별자치도 제주시 조천읍 함덕리 265 - 1,,,,2019-06-15 02:21:11
오라호스텔,관광사업자,관광숙박업,20140516,,영업/정상,,,,,653.93,제주특별자치도 서귀포시 성산읍 수산리 2579 - 10,제주특별자치도 서귀포시 성산읍 서성일로 726-37,,문화교류공간,2019-06-15 02:21:11
(주)환성관광여행사,관광사업자,여행업,20130201,,영업/정상,,,,,0.0,제주특별자치도 제주시 용담일동 2651 - 6,"제주특별자치도 제주시 서광로 151, 2층 (용담일동)",,,2019-06-15 02:21:11
아덴힐리조트 & 골프클럽,관광사업자,관광객이용시설업,20160628,,영업/정상,,,,,1049954.0,제주특별자치도 제주시 한림읍 금악리 산 32 - 1,제주특별자치도 제주시 한림읍 화전길 82,,,2019-06-15 02:21:11
제주나인리조트,관광사업자,관광숙박업,20120608,,영업/정상,,,,,0.0,제주특별자치도 제주시 해안동 2108 - 4,제주특별자치도 제주시 해안마을북길 14-1 (해안동),,실외수영장(풀장),2019-06-15 02:21:11
스카이 관광 호스텔,관광사업자,관광숙박업,20141118,,영업/정상,,,,,2086.7,제주특별자치도 제주시 이도일동 1782 - 1,제주특별자치도 제주시 서광로29길 3 (이도일동),,,2019-06-15 02:21:11
주식회사 제주바라여행사,관광사업자,여행업,20071010,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 290 - 38,제주특별자치도 제주시 연삼로 30 (연동),,,2019-06-15 02:21:11
(주)대경미디어,관광사업자,여행업,20130718,,영업/정상,,,,,105.34,제주특별자치도 제주시 연동 280 - 15 301호,"제주특별자치도 제주시 도령로 128, 301호 (연동,삼무파크빌)",,,2019-06-15 02:21:11
미라클 호스텔,관광사업자,관광숙박업,20150109,,영업/정상,,,,,1223.0,제주특별자치도 제주시 도두이동 716 - 1,,,,2019-06-15 02:21:11
아인스호스텔,관광사업자,관광숙박업,20150316,,영업/정상,,,,,838.49,제주특별자치도 서귀포시 서귀동 256 - 33,제주특별자치도 서귀포시 중앙로42번길 42-1 (서귀동),,공동취사장,2019-06-15 02:21:11
썬비치리조트,관광사업자,관광숙박업,20150805,,영업/정상,,,,,0.0,제주특별자치도 제주시 한림읍 한림리 1587,제주특별자치도 제주시 서해안로 114 (이호일동),,,2019-06-15 02:21:11
(주)신제주국제여행사,관광사업자,여행업,20110531,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 2579 - 1,제주특별자치도 제주시 월랑로 55 (노형동),,,2019-06-15 02:21:11
유더스투어,관광사업자,여행업,20140729,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 727 - 2,"제주특별자치도 제주시 과원북4길 37, 5층 (노형동)",,,2019-06-15 02:21:11
(주)오성투어,관광사업자,여행업,20111215,,영업/정상,,,,,66.05,제주특별자치도 제주시 노형동 1054 - 6,제주특별자치도 제주시 월랑로8길 601-1 (노형동),,,2019-06-15 02:21:11
(주)보광제주,관광사업자,여행업,20141112,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 성산읍 고성리 182,제주특별자치도 서귀포시 성산읍 섭지코지로 93-66,,,2019-06-15 02:21:11
후거스닷컴(HOOGUS),관광사업자,여행업,20150422,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 성산읍 고성리 1749 - 1,제주특별자치도 서귀포시 성산읍 일주동로 4420,,,2019-06-15 02:21:11
(주)청남,관광사업자,여행업,20151117,,영업/정상,,,,,0.0,제주특별자치도 제주시 일도일동 1484 - 7 102호,"제주특별자치도 제주시 중앙로13길 21, 102호 (일도일동)",,,2019-06-15 02:21:11
(주)영성국제여행사,관광사업자,여행업,20120530,,영업/정상,,,,,70.0,제주특별자치도 제주시 노형동 939 301호,"제주특별자치도 제주시 노연로 42, 301호 (노형동,정한오피스텔)",,,2019-06-15 02:21:11
(주)신진교통,관광사업자,여행업,20120531,,영업/정상,,,,,198.72,제주특별자치도 제주시 화북일동 2132 - 3,"제주특별자치도 제주시 선반로 74, 2층 (화북일동)",,,2019-06-15 02:21:11
농업회사법인 유한회사 선애마을제주 仙문화여행사,관광사업자,여행업,20120614,,영업/정상,,,,,94.99,제주특별자치도 서귀포시 안덕면 사계리 3188 - 3,제주특별자치도 서귀포시 안덕면 향교로 166,,,2019-06-15 02:21:11
(주)대교여행사,관광사업자,여행업,20120625,,영업/정상,,,,,74.06,제주특별자치도 제주시 일도이동 113 - 6 211동 203호,"제주특별자치도 제주시 남광로 227, 211동 203호 (일도이동,일도우성아파트상가)",,,2019-06-15 02:21:11
(유)진투어,관광사업자,여행업,20120706,,영업/정상,,,,,80.0,제주특별자치도 제주시 도두일동 2275 101호,"제주특별자치도 제주시 일주서로 7735, 101호 (도두일동,라이프빌라)",,,2019-06-15 02:21:11
(주)굿뉴스여행사,관광사업자,여행업,20120716,,영업/정상,,,,,66.0,제주특별자치도 제주시 연동 2305 - 5,"제주특별자치도 제주시 일주서로 7850, 1층 (연동)",,,2019-06-15 02:21:11
(주)중원여행사,관광사업자,여행업,20130107,,영업/정상,,,,,198.34,제주특별자치도 제주시 연동 300 - 1 2호,"제주특별자치도 제주시 연삼로 38, 4층 2호 (연동,제주연빌딩)",,,2019-06-15 02:21:11
(주)장수생명과학,관광사업자,여행업,20130131,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 남원읍 신흥리 108,제주특별자치도 서귀포시 남원읍 일주동로 6573-23,,,2019-06-15 02:21:11
주식회사 에이플러스,관광사업자,여행업,20130214,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 677 - 4,"제주특별자치도 제주시 진군남4길 7, 4층 (노형동)",,,2019-06-15 02:21:11
주식회사 애보여행사,관광사업자,여행업,20130219,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 282 - 45,"제주특별자치도 제주시 연동11길 12, 3층층 (연동)",,,2019-06-15 02:21:11
(주)탑이엔티,관광사업자,여행업,20130225,,영업/정상,,,,,0.0,제주특별자치도 제주시 이도이동 1030 - 9,"제주특별자치도 제주시 중앙로 253, 5층 (이도이동)",,,2019-06-15 02:21:11
(주)이쩌우국제비지니스,관광사업자,여행업,20130226,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 2303 - 1,"제주특별자치도 제주시 일주서로 7856, 3층 (연동)",,,2019-06-15 02:21:11
주식회사 퀸즈,관광사업자,여행업,20130319,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 260 - 21,"제주특별자치도 제주시 신광로 20, 401호 (연동)",,,2019-06-15 02:21:11
주식회사 금성투어,관광사업자,여행업,20130326,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 270 - 21,제주특별자치도 제주시 신광로1길 44 (연동),,,2019-06-15 02:21:11
(주)제주글램핑,관광사업자,관광객이용시설업,20160303,,영업/정상,,,,,0.0,제주특별자치도 제주시 구좌읍 덕천리 1289,제주특별자치도 제주시 구좌읍 중산간동로 1921,,,2019-06-15 02:21:11
캠핑스타,관광사업자,관광객이용시설업,20160308,,영업/정상,,,,,0.0,제주특별자치도 제주시 조천읍 함덕리 산 4,,,,2019-06-15 02:21:11
(주)대유산업,관광사업자,관광객이용시설업,19810318,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 상예동 144,제주특별자치도 서귀포시 상예로 381 (상예동),,,2019-06-15 02:21:11
(주)제주미니미니랜드,관광사업자,관광객이용시설업,20160330,,영업/정상,,,,,0.0,제주특별자치도 제주시 조천읍 교래리 산 56 - 4,제주특별자치도 제주시 조천읍 비자림로 606,,,2019-06-15 02:21:11
(주)삼영관광 일출랜드,관광사업자,관광객이용시설업,20020427,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 성산읍 삼달리 1010,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,,,2019-06-15 02:21:11
작은바람언덕,관광사업자,관광객이용시설업,20160411,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 남원읍 남원리 1420 - 1,제주특별자치도 서귀포시 남원읍 태위로 592,,,2019-06-15 02:21:11
제주파인비치 카라반,관광사업자,관광객이용시설업,20160421,,영업/정상,,,,,1454.0,제주특별자치도 서귀포시 남원읍 태흥리 610,,,,2019-06-15 02:21:11
(주)금성봉여행사,관광사업자,여행업,20160708,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 2613 - 3,"제주특별자치도 제주시 수덕9길 35, 4층 (노형동)",,,2019-06-15 02:21:11
다희연,관광사업자,관광객이용시설업,20120702,,영업/정상,,,,,0.0,제주특별자치도 제주시 조천읍 선흘리 600 - 6,제주특별자치도 제주시 조천읍 선교로 115-1,,"제1종박물관(전문), 일반음식점",2019-06-15 02:21:11
동황고려인삼 주식회사 제주지점,관광사업자,관광객이용시설업,20120710,,영업/정상,,,,,587.45,제주특별자치도 제주시 도남동 663 - 11,제주특별자치도 제주시 청사로 77 (도남동),,,2019-06-15 02:21:11
우진,관광사업자,관광객이용시설업,20120810,,영업/정상,,,,,363.0,제주특별자치도 제주시 용담이동 2787 - 4,제주특별자치도 제주시 명신1길 11 (용담이동),,,2019-06-15 02:21:11
제주뮤지엄컴플렉스(주),관광사업자,관광객이용시설업,20120913,,영업/정상,,,,,2820.71,제주특별자치도 제주시 한림읍 금악리 산 30 - 12,제주특별자치도 제주시 한림읍 광산로 942,,,2019-06-15 02:21:11
(주)다원코리아,관광사업자,관광객이용시설업,20120911,,영업/정상,,,,,949.4,제주특별자치도 제주시 이호일동 683 - 3,제주특별자치도 제주시 도리로 40 (이호일동),,,2019-06-15 02:21:11
박물관은 살아있다,관광사업자,관광객이용시설업,20120831,,영업/정상,,,,,4974.7,제주특별자치도 서귀포시 색달동 2629,제주특별자치도 서귀포시 중문관광로 42 (색달동),,,2019-06-15 02:21:11
덴앤델리조트,관광사업자,관광객이용시설업,20160425,,영업/정상,,,,,29676.52,제주특별자치도 서귀포시 호근동 2160,,,,2019-06-15 02:21:11
마레보 카라반,관광사업자,관광객이용시설업,20160429,,영업/정상,,,,,0.0,제주특별자치도 제주시 애월읍 고내리 41,제주특별자치도 제주시 애월읍 신엄안3길 135,,,2019-06-15 02:21:11
중문진실캠핑장,관광사업자,관광객이용시설업,20160509,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 중문동 2232,제주특별자치도 서귀포시 천제연로 132 (중문동),,,2019-06-15 02:21:11
제주베이스캠프,관광사업자,관광객이용시설업,20160601,,영업/정상,,,,,0.0,제주특별자치도 제주시 조천읍 선흘리 2861 - 1,제주특별자치도 제주시 조천읍 중산간동로 1194,,,2019-06-15 02:21:11
최남단글램핑,관광사업자,관광객이용시설업,20160610,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 대정읍 하모리 648 - 2,제주특별자치도 서귀포시 대정읍 최남단해안로 113,,,2019-06-15 02:21:11
응,관광사업자,관광객이용시설업,20160623,,영업/정상,,,,,0.0,제주특별자치도 제주시 한경면 저지리 1794,제주특별자치도 제주시 한경면 용금로 758-1,,,2019-06-15 02:21:11
팜핑제주,관광사업자,관광객이용시설업,20160721,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 도순동 1303,제주특별자치도 서귀포시 중산간서로400번길 107 (도순동),,,2019-06-15 02:21:11
루체빌리조트,관광사업자,관광객이용시설업,20160727,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 안덕면 상천리 837,제주특별자치도 서귀포시 안덕면 산록남로 788,,,2019-06-15 02:21:11
(주)불루새들메니지먼트,관광사업자,국제회의업,20090522,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 1486 - 2,제주특별자치도 제주시 과원북4길 93 (연동),,,2019-06-15 02:21:11
(주)씨포스트제주,관광사업자,국제회의업,20090710,,영업/정상,,,,,129.33,제주특별자치도 제주시 건입동 1265 - 5,"제주특별자치도 제주시 서사로 109-1, 2층 (삼도일동)",,,2019-06-15 02:21:11
디제이케이 인터내셔널,관광사업자,국제회의업,20100305,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 1987 - 5,,,,2019-06-15 02:21:11
(주)채널제주,관광사업자,국제회의업,20100609,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 303 - 13,제주특별자치도 제주시 신대로 126 (연동),,,2019-06-15 02:21:11
(주)누리커뮤니케이션,관광사업자,국제회의업,20110308,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 280 - 28,제주특별자치도 제주시 도령로 136 (연동),,,2019-06-15 02:21:11
주식회사 가교,관광사업자,국제회의업,20110506,,영업/정상,,,,,0.0,제주특별자치도 제주시 도남동 75 - 4,제주특별자치도 제주시 연삼로 350 (도남동),,,2019-06-15 02:21:11
주식회사 프레임,관광사업자,국제회의업,20110905,,영업/정상,,,,,0.0,제주특별자치도 제주시 외도일동 505 - 3,제주특별자치도 제주시 우령2길 3-1 (외도일동),,,2019-06-15 02:21:11
(주)포도,관광사업자,국제회의업,20110914,,영업/정상,,,,,0.0,제주특별자치도 제주시 용담일동 2650 - 3,제주특별자치도 제주시 남성로 7 (용담일동),,,2019-06-15 02:21:11
(주)호텔신라 제주신라,관광사업자,관광숙박업,19900630,,영업/정상,,,,,56165.77,제주특별자치도 서귀포시 색달동 3039 - 3,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),,"식당, 연회장, 체육시설(실내외수영장, 골프연습장 등), 카지노 등",2019-06-15 02:21:11
중문통나무가족호텔,관광사업자,관광숙박업,20110804,,영업/정상,,,,,1315.17,제주특별자치도 서귀포시 대포동 249,,,,2019-06-15 02:21:11
세인트포 휴양콘도미니엄,관광사업자,관광숙박업,20111011,,영업/정상,,,,,12934.57,제주특별자치도 제주시 구좌읍 김녕리 5160 - 1,제주특별자치도 제주시 구좌읍 선유로 445-46,,,2019-06-15 02:21:11
(주)이끌림,관광사업자,여행업,20150901,,영업/정상,,,,,0.0,제주특별자치도 제주시 아라이동 3011 - 1,제주특별자치도 제주시 승천로 80 (아라이동),,,2019-06-15 02:21:11
(주)금영국제여행사,관광사업자,여행업,20150901,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 939 B303호,"제주특별자치도 제주시 노연로 42, B303호 (노형동,정한오피스텔)",,,2019-06-15 02:21:11
(주)제주카카,관광사업자,여행업,20150904,,영업/정상,,,,,0.0,제주특별자치도 제주시 삼도이동 1192 - 21,"제주특별자치도 제주시 중앙로 20, 3층 (삼도이동,천마타워)",,,2019-06-15 02:21:11
(주)강남투어,관광사업자,여행업,20150907,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 524 - 12,"제주특별자치도 제주시 아연로 15, 2층 (연동)",,,2019-06-15 02:21:11
(주)바이크트립,관광사업자,여행업,20150914,,영업/정상,,,,,0.0,제주특별자치도 제주시 용담이동 1543 - 3 2호,"제주특별자치도 제주시 용문로 26-3, 2호 (용담이동)",,,2019-06-15 02:21:11
승원(주),관광사업자,여행업,20150914,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 914 - 1 201호,"제주특별자치도 제주시 원노형3길 17, 201호 (노형동,재형파크빌)",,,2019-06-15 02:21:11
(주)더아일랜드,관광사업자,여행업,20111026,,휴업,,20121115.0,20130515.0,,82.0,제주특별자치도 제주시 일도이동 160 - 9,"제주특별자치도 제주시 고마로 29, 4층 (일도이동,대명빌딩)",,,2019-06-15 02:21:11
제주아일랜드호텔리조트,관광사업자,관광숙박업,19880808,,휴업,,20121126.0,20151126.0,,0.0,제주특별자치도 제주시 애월읍 고성리 863,,,,2019-06-15 02:21:11
비체리조트,관광사업자,관광숙박업,20120712,,휴업,,20140611.0,20141231.0,,2904.64,제주특별자치도 제주시 구좌읍 하도리 2999 - 1,제주특별자치도 제주시 구좌읍 해맞이해안로 1590-6,,,2019-06-15 02:21:11
그랜드민예사,관광사업자,관광객이용시설업,19810824,,휴업,,20120102.0,20120331.0,,0.0,제주특별자치도 제주시 연동 263 - 15,,,,2019-06-15 02:21:11
(주)엔에스디영상 더케이제주호텔카지노,관광사업자,카지노업,19751015,,휴업,,20160716.0,20160815.0,,2359.1,제주특별자치도 제주시 삼도이동 1255,제주특별자치도 제주시 탑동로 66 (삼도이동),,,2019-06-15 02:21:11
일성제주콘도미니엄,관광사업자,관광숙박업,19990830,,휴업,,20120717.0,20140716.0,,,제주특별자치도 제주시 한림읍 금능리 2051 - 1,제주특별자치도 제주시 한림읍 한림로 127,,,2019-06-15 02:21:11
오션플로라관광호텔,관광사업자,관광숙박업,20010306,,휴업,,20120214.0,20130215.0,,,제주특별자치도 제주시 구좌읍 동복리 1652 - 2,,,,2019-06-15 02:21:11
WE호텔,관광사업자,관광숙박업,19920325,,휴업,,20120220.0,20120831.0,,,제주특별자치도 서귀포시 회수동 30,제주특별자치도 서귀포시 1100로 453-95 (회수동),,,2019-06-15 02:21:11
메가리조트제주,관광사업자,관광숙박업,19981105,,휴업,,20120530.0,20120728.0,,4759.61,제주특별자치도 제주시 한경면 판포리 2872,제주특별자치도 제주시 한경면 판포1길 6,,,2019-06-15 02:21:11
한신리조트,관광사업자,관광숙박업,20050722,,휴업,,20120322.0,20130321.0,,4990.03,제주특별자치도 제주시 애월읍 고성리 980,제주특별자치도 제주시 애월읍 고성남서길 76,,"매점(지상1층, 112.08㎡), 휴게소(커피숍, 지상1층 115.77㎡), 전시장(지상3층, 115.77㎡), 배구장(옥외, 132.0㎡)",2019-06-15 02:21:11
제주중한국제관광(주),관광사업자,여행업,20140724,,휴업,,20150701.0,20150831.0,,0.0,제주특별자치도 제주시 노형동 1287 - 1,"제주특별자치도 제주시 정존15길 5, 5층 (노형동)",,,2019-06-15 02:21:11
