사업장명,업종구분대분류,업종구분소분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,부대시설내역,데이터갱신일자
누가빌리지호스텔,관광사업자,관광숙박업,20101221,,영업/정상,,,,,1793.79,제주특별자치도 서귀포시 토평동 3201,제주특별자치도 서귀포시 산록남로 2704 (토평동),,,2019-06-15 02:21:11
라자관광호텔,관광사업자,관광숙박업,19901005,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 268 - 10,제주특별자치도 제주시 연동6길 33 (연동),,,2019-06-15 02:21:11
씨스테이 호스텔,관광사업자,관광숙박업,20150812,,영업/정상,,,,,0.0,제주특별자치도 제주시 애월읍 고내리 1105 - 1,제주특별자치도 제주시 애월읍 애월해안로 255,,,2019-06-15 02:21:11
테디벨리리조트휴양콘도미니엄,관광사업자,관광숙박업,20150812,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 안덕면 서광리 2513,,,,2019-06-15 02:21:11
호텔펄리플러스,관광사업자,관광숙박업,20150902,,영업/정상,,,,,0.0,제주특별자치도 제주시 도두일동 1798 - 6,,,,2019-06-15 02:21:11
(주)국인여행사,관광사업자,여행업,20100622,,영업/정상,,,,,0.0,제주특별자치도 제주시 삼도이동 935,"제주특별자치도 제주시 중앙로12길 35, 1층 (삼도이동,에메랄드호텔)",,,2019-06-15 02:21:11
(주)제주투립,관광사업자,여행업,20100709,,영업/정상,,,,,0.0,제주특별자치도 제주시 애월읍 고성리 742,제주특별자치도 제주시 애월읍 항몽로 505,,,2019-06-15 02:21:11
(유)류가투어,관광사업자,여행업,20100728,,영업/정상,,,,,0.0,제주특별자치도 제주시 이도이동 398 - 1,제주특별자치도 제주시 정든로2길 14 (이도이동),,,2019-06-15 02:21:11
(주)백산관광,관광사업자,여행업,20100729,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 314 - 50,"제주특별자치도 제주시 도령로15길 6, 707호 (연동,연동엘리시아)",,,2019-06-15 02:21:11
에버그린여행사,관광사업자,여행업,20100804,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 906 - 5,제주특별자치도 제주시 도령로 54 (노형동),,,2019-06-15 02:21:11
(유)여행정보서비스,관광사업자,여행업,20100823,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 1374,"제주특별자치도 제주시 연북로 92, 1층 (연동,진현빌딩)",,,2019-06-15 02:21:11
(주)우리닷컴,관광사업자,여행업,20100901,,영업/정상,,,,,0.0,제주특별자치도 제주시 도남동 918 - 9,제주특별자치도 제주시 도남로5길 6 (도남동),,,2019-06-15 02:21:11
(주)제이엔투어,관광사업자,여행업,20101005,,영업/정상,,,,,122.63,제주특별자치도 제주시 노형동 913 - 4,"제주특별자치도 제주시 노연로 25, 5층 (노형동)",,,2019-06-15 02:21:11
(주)사라관광투어,관광사업자,여행업,20101013,,영업/정상,,,,,319.48,제주특별자치도 제주시 노형동 917,제주특별자치도 제주시 원노형로 25 (노형동),,,2019-06-15 02:21:11
(주)제주국제관광여행사,관광사업자,여행업,20101117,,영업/정상,,,,,82.0,제주특별자치도 제주시 노형동 977 - 1,제주특별자치도 제주시 1100로 3351 (노형동),,,2019-06-15 02:21:11
주식회사 씨스카이투어,관광사업자,여행업,20101125,,영업/정상,,,,,287.28,제주특별자치도 제주시 연동 253 - 4,제주특별자치도 제주시 연동4길 6-2 (연동),,,2019-06-15 02:21:11
주식회사 엄지항공여행사,관광사업자,여행업,20101222,,영업/정상,,,,,67.18,제주특별자치도 제주시 노형동 1026 - 1 103호,"제주특별자치도 제주시 월랑북길 38, 103호 (노형동)",,,2019-06-15 02:21:11
주식회사 서진해외여행,관광사업자,여행업,20110105,,영업/정상,,,,,76.0,제주특별자치도 제주시 오라이동 1473 - 1,"제주특별자치도 제주시 연사2길 7, 2층 (오라이동)",,,2019-06-15 02:21:11
조은리조트,관광사업자,관광숙박업,20080312,,영업/정상,,,,,,제주특별자치도 서귀포시 강정동 2486,제주특별자치도 서귀포시 이어도로 721 (강정동),,,2019-06-15 02:21:11
오션패밀리호텔,관광사업자,관광숙박업,20130820,,영업/정상,,,,,1748.58,제주특별자치도 제주시 이호일동 1725,제주특별자치도 제주시 일주서로 7531 (이호일동),,,2019-06-15 02:21:11
홍익제주호텔,관광사업자,관광숙박업,20130902,,영업/정상,,,,,8830.78,제주특별자치도 제주시 한림읍 협재리 1165,제주특별자치도 제주시 한림읍 일주서로 5125,,"일반음식점(151.37), 강당(795.40),매점(편의점, 75.60),야외수영장(373)",2019-06-15 02:21:11
포트에비뉴,관광사업자,관광숙박업,20130909,,영업/정상,,,,,998.13,제주특별자치도 서귀포시 대포동 2118,제주특별자치도 서귀포시 대포동서로 63-19 (대포동),,,2019-06-15 02:21:11
뜨레피아,관광사업자,관광숙박업,20130909,,영업/정상,,,,,1266.74,제주특별자치도 서귀포시 하원동 1496 - 1,제주특별자치도 서귀포시 월평하원로 111 (하원동),,"일반음식점(127.22㎡), 사무실(94.5㎡), 문화·정보교류시설(94.5㎡)",2019-06-15 02:21:11
제주황토리조트,관광사업자,관광숙박업,20130909,,영업/정상,,,,,648.0,제주특별자치도 제주시 애월읍 하가리 120 - 2,제주특별자치도 제주시 애월읍 신상로 258,,,2019-06-15 02:21:11
호텔펄리,관광사업자,관광숙박업,20130916,,영업/정상,,,,,5654.8,제주특별자치도 제주시 해안동 2131 - 1,제주특별자치도 제주시 노형로 79 (해안동),,"일반음식점(248.04㎡), 세미나실(309.08㎡), 비즈니스센터(13.65㎡), 야외수영장(165㎡), 바베큐장(215㎡)",2019-06-15 02:21:11
블루펄리조트,관광사업자,관광숙박업,20130923,,영업/정상,,,,,1141.11,제주특별자치도 서귀포시 호근동 1616 - 1,제주특별자치도 서귀포시 태평로92번길 35 (호근동),,일반음식점(86.48㎡),2019-06-15 02:21:11
히든호텔,관광사업자,관광숙박업,20130930,,영업/정상,,,,,1271.81,제주특별자치도 서귀포시 대포동 2265,제주특별자치도 서귀포시 이어도로 228 (대포동),,"공동취사장(24.72), 세미나실(62.40㎡), 바베큐장(140.77㎡)",2019-06-15 02:21:11
더베이리조트,관광사업자,관광숙박업,20130923,,영업/정상,,,,,1201.53,제주특별자치도 서귀포시 보목동 1252 - 1,제주특별자치도 서귀포시 문필로35번길 46 (보목동),,,2019-06-15 02:21:11
호텔오슬로,관광사업자,관광숙박업,20131002,,영업/정상,,,,,2490.51,제주특별자치도 제주시 용담삼동 2398,제주특별자치도 제주시 서해안로 442-9 (용담삼동),,"일반음식점(217.13㎡), 매점(34.28㎡)",2019-06-15 02:21:11
레브호텔제주,관광사업자,관광숙박업,20131015,,영업/정상,,,,,1305.01,제주특별자치도 제주시 연동 292 - 17,제주특별자치도 제주시 은남1길 15 (연동),,,2019-06-15 02:21:11
호스텔 오렌지트리,관광사업자,관광숙박업,20131015,,영업/정상,,,,,1471.49,제주특별자치도 제주시 이도일동 1371 - 2,제주특별자치도 제주시 관덕로8길 7-12 (이도일동),,일반음식점,2019-06-15 02:21:11
프라이빗리조트,관광사업자,관광숙박업,20131023,,영업/정상,,,,,1325.41,제주특별자치도 서귀포시 호근동 433,제주특별자치도 서귀포시 태평로 130 (호근동),,,2019-06-15 02:21:11
하모니리조트,관광사업자,관광숙박업,20131104,,영업/정상,,,,,0.0,제주특별자치도 제주시 한림읍 협재리 964 - 1,제주특별자치도 제주시 한림읍 협재로 213,,"바베큐장(100㎡), 수영장(42㎡), 일반음식점(91.27㎡), 매점(22.04㎡",2019-06-15 02:21:11
제주원호스텔,관광사업자,관광숙박업,20131111,,영업/정상,,,,,713.63,제주특별자치도 서귀포시 성산읍 수산리 2579,제주특별자치도 서귀포시 성산읍 서성일로 726-33,,,2019-06-15 02:21:11
아이리스호스텔,관광사업자,관광숙박업,20131111,,영업/정상,,,,,998.54,제주특별자치도 서귀포시 서귀동 626 - 2,제주특별자치도 서귀포시 솔동산로 16-1 (서귀동),,,2019-06-15 02:21:11
돌과 바람 호스텔,관광사업자,관광숙박업,20131125,,영업/정상,,,,,741.83,제주특별자치도 서귀포시 신효동 506 - 9,제주특별자치도 서귀포시 하신상로 166 (신효동),,,2019-06-15 02:21:11
샤인빌리조트(SHINE VILLE RESORT),관광사업자,관광숙박업,20131129,,영업/정상,,,,,41946.14,제주특별자치도 서귀포시 표선면 토산리 17,제주특별자치도 서귀포시 표선면 일주동로 6347-17,,"실내외수영장, 퍼팅골프연습장, 스쿼시장, 헬스장, 사우나, 씨푸드레스토랑, 한식당, 카페레스토랑, 로비라운지, 베이커리, 노래방, 컴퓨터게임장, 슈퍼마켓, 의료시설(198.48㎡), 사무실(154.33㎡) 등",2019-06-15 02:21:11
더호텔,관광사업자,관광숙박업,19820326,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 291 - 30,제주특별자치도 제주시 삼무로 67 (연동),,,2019-06-15 02:21:11
가산토방 호스텔,관광사업자,관광숙박업,20110816,,영업/정상,,,,,1231.0,제주특별자치도 서귀포시 토평동 3077,,,"일반음식점, 문화·정보교류시설",2019-06-15 02:21:11
제이하우스,관광사업자,관광숙박업,20110722,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 강정동 3789,,,,2019-06-15 02:21:11
비울채울호스텔,관광사업자,관광숙박업,20110804,,영업/정상,,,,,583.89,제주특별자치도 서귀포시 보목동 1569,제주특별자치도 서귀포시 검은여로130번길 73 (보목동),,,2019-06-15 02:21:11
켄싱턴 제주호텔,관광사업자,관광숙박업,20140407,,영업/정상,,,,,31750.0,제주특별자치도 서귀포시 색달동 2785,제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),,,2019-06-15 02:21:11
크라운리조트,관광사업자,관광숙박업,20140408,,영업/정상,,,,,2681.0,제주특별자치도 제주시 조천읍 북촌리 산 65,제주특별자치도 제주시 조천읍 북선로 125,,,2019-06-15 02:21:11
제주미주호텔,관광사업자,관광숙박업,20140410,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 300 - 4,제주특별자치도 제주시 신대로 60 (연동),,,2019-06-15 02:21:11
제주리조트,관광사업자,관광숙박업,20140410,,영업/정상,,,,,0.0,제주특별자치도 제주시 애월읍 하귀2리 2869 - 10,제주특별자치도 제주시 애월읍 가문동상4길 11,,,2019-06-15 02:21:11
제주녹지리조트1,관광사업자,관광숙박업,20140414,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 동홍동 2045,,,,2019-06-15 02:21:11
중문비치호텔,관광사업자,관광숙박업,20140414,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 색달동 2534 - 1,제주특별자치도 서귀포시 색달중앙로 19 (색달동),,,2019-06-15 02:21:11
호텔 컬리넌,관광사업자,관광숙박업,20140425,,영업/정상,,,,,2305.94,제주특별자치도 제주시 연동 284 - 8,제주특별자치도 제주시 사장1길 26 (연동),,휴계공간,2019-06-15 02:21:11
더스테이,관광사업자,관광숙박업,20140425,,영업/정상,,,,,929.96,제주특별자치도 서귀포시 법환동 740 - 9,제주특별자치도 서귀포시 신서로48번길 52-7 (법환동),,문화교류공간,2019-06-15 02:21:11
에코패밀리 가족호텔,관광사업자,관광숙박업,20140429,,영업/정상,,,,,4510.65,제주특별자치도 제주시 한림읍 귀덕리 1502,,,,2019-06-15 02:21:11
호텔 캘리포니아,관광사업자,관광숙박업,20140429,,영업/정상,,,,,2655.68,제주특별자치도 서귀포시 강정동 164 - 1,제주특별자치도 서귀포시 김정문화로27번길 14-4 (강정동),,일반음식점,2019-06-15 02:21:11
예그리나 호스텔,관광사업자,관광숙박업,20140501,,영업/정상,,,,,1004.18,제주특별자치도 제주시 구좌읍 김녕리 5993,제주특별자치도 제주시 구좌읍 일주동로 1845,,문화교류공간,2019-06-15 02:21:11
아라포레호스텔,관광사업자,관광숙박업,20140516,,영업/정상,,,,,438.07,제주특별자치도 제주시 한림읍 귀덕리 2723,제주특별자치도 제주시 한림읍 귀덕6길 92-9,,문화교류공간,2019-06-15 02:21:11
제주베네치아호텔,관광사업자,관광숙박업,20140521,,영업/정상,,,,,1824.89,제주특별자치도 서귀포시 서귀동 433 - 2,제주특별자치도 서귀포시 중앙로 23-6 (서귀동),,,2019-06-15 02:21:11
마린포트리조트,관광사업자,관광숙박업,20140606,,영업/정상,,,,,954.52,제주특별자치도 서귀포시 강정동 2483 - 3,제주특별자치도 서귀포시 이어도로 744 (강정동),,,2019-06-15 02:21:11
오션힐스테이,관광사업자,관광숙박업,20140606,,영업/정상,,,,,0.0,제주특별자치도 서귀포시 안덕면 사계리 204,제주특별자치도 서귀포시 안덕면 사계북로 208,,,2019-06-15 02:21:11
이화호텔,관광사업자,관광숙박업,20140609,,영업/정상,,,,,0.0,제주특별자치도 제주시 용담이동 1783 - 1,제주특별자치도 제주시 도령로 155 (용담이동),,,2019-06-15 02:21:11
더비치,관광사업자,관광숙박업,20140613,,영업/정상,,,,,918.15,제주특별자치도 제주시 용담삼동 2342 - 2,제주특별자치도 제주시 서해안로 486-4 (용담삼동),,문화정보교류공간,2019-06-15 02:21:11
주식회사 이디컨설팅,관광사업자,여행업,20110325,,영업/정상,,,,,0.0,제주특별자치도 제주시 오라일동 1046 - 11,"제주특별자치도 제주시 연삼로 233, 3층 (오라일동)",,,2019-06-15 02:21:11
주식회사 화정여행사,관광사업자,여행업,20110419,,영업/정상,,,,,0.0,제주특별자치도 제주시 연동 321 - 1,"제주특별자치도 제주시 연문4길 19, 2층 (연동)",,,2019-06-15 02:21:11
EK익스플로어코리아,관광사업자,여행업,20110429,,영업/정상,,,,,0.0,제주특별자치도 제주시 아라일동 1709 - 1,"제주특별자치도 제주시 인다15길 5-6, 201호 (아라일동,염광아파트상가)",,,2019-06-15 02:21:11
주식회사 정낭여행사,관광사업자,여행업,20110127,,영업/정상,,,,,0.0,제주특별자치도 제주시 애월읍 광령리 160 - 2,제주특별자치도 제주시 애월읍 광령평화10길 21,,,2019-06-15 02:21:11
(유)늘푸른항공여행사,관광사업자,여행업,20140311,,영업/정상,,,,,127.28,제주특별자치도 제주시 일도이동 1032 - 2,"제주특별자치도 제주시 신산로 52, 2층 (일도이동)",,,2019-06-15 02:21:11
(주)대유,관광사업자,여행업,20140311,,영업/정상,,,,,0.0,제주특별자치도 제주시 노형동 1054 - 6 301-1호,"제주특별자치도 제주시 월랑로8길 1, 301-1호 (노형동,야란야플라자)",,,2019-06-15 02:21:11
(주)화정성여행사,관광사업자,여행업,20140318,,영업/정상,,,,,310.73,제주특별자치도 제주시 노형동 1042 - 2 402호,"제주특별자치도 제주시 월랑로 58, 4층 402호 (노형동)",,,2019-06-15 02:21:11
(주)해우리,관광사업자,여행업,20140328,,영업/정상,,,,,221.49,제주특별자치도 제주시 용담일동 264 - 1,"제주특별자치도 제주시 남성로 57, 2층 (용담일동)",,,2019-06-15 02:21:11
