"행정구역","2023년01월_총인구수","2023년01월_세대수","2023년01월_세대당 인구","2023년01월_남자 인구수","2023년01월_여자 인구수","2023년01월_남여 비율"
"충청남도 보령시 대천5동(4418056500)","6,066","3,422","          1.77","3,114","2,952","          1.05"
"충청남도 아산시 (4420000000)","336,098","153,014","          2.20","175,146","160,952","          1.09"
"충청남도 아산시 염치읍(4420025000)","6,172","3,135","          1.97","3,242","2,930","          1.11"
"충청남도 아산시 배방읍(4420025300)","85,698","38,314","          2.24","44,172","41,526","          1.06"
"충청남도 아산시 송악면(4420031000)","4,149","1,946","          2.13","2,136","2,013","          1.06"
"충청남도 아산시 탕정면(4420033000)","35,163","14,229","          2.47","18,749","16,414","          1.14"
"충청남도 아산시 음봉면(4420035000)","20,208","9,457","          2.14","10,988","9,220","          1.19"
"충청남도 아산시 둔포면(4420036000)","22,896","11,914","          1.92","12,984","9,912","          1.31"
"충청남도 아산시 영인면(4420037000)","5,376","2,763","          1.95","2,847","2,529","          1.13"
"충청남도 아산시 인주면(4420038000)","5,971","3,400","          1.76","3,365","2,606","          1.29"
"충청남도 아산시 선장면(4420039000)","2,972","1,627","          1.83","1,533","1,439","          1.07"
"충청남도 아산시 도고면(4420040000)","4,393","2,356","          1.86","2,263","2,130","          1.06"
"충청남도 아산시 신창면(4420041000)","18,843","9,244","          2.04","9,884","8,959","          1.10"
"충청남도 아산시 온양1동(4420057000)","9,141","4,565","          2.00","4,796","4,345","          1.10"
"충청남도 아산시 온양2동(4420058000)","10,582","5,927","          1.79","5,589","4,993","          1.12"
"충청남도 아산시 온양3동(4420059000)","37,818","15,476","          2.44","18,938","18,880","          1.00"
"충청남도 아산시 온양4동(4420060000)","17,801","7,751","          2.30","9,039","8,762","          1.03"
"충청남도 아산시 온양5동(4420061000)","21,011","8,809","          2.39","10,784","10,227","          1.05"
"충청남도 아산시 온양6동(4420062000)","27,904","12,101","          2.31","13,837","14,067","          0.98"
"충청남도 서산시 (4421000000)","176,341","82,548","          2.14","91,977","84,364","          1.09"
"충청남도 서산시 대산읍(4421025000)","13,251","7,209","          1.84","7,743","5,508","          1.41"
"충청남도 서산시 인지면(4421031000)","7,183","3,392","          2.12","3,658","3,525","          1.04"
"충청남도 서산시 부석면(4421032000)","5,203","2,788","          1.87","2,656","2,547","          1.04"
"충청남도 서산시 팔봉면(4421033000)","3,295","1,801","          1.83","1,693","1,602","          1.06"
"충청남도 서산시 지곡면(4421034000)","8,144","3,900","          2.09","4,374","3,770","          1.16"
"충청남도 서산시 성연면(4421036000)","16,135","6,556","          2.46","8,453","7,682","          1.10"
"충청남도 서산시 음암면(4421037000)","9,223","4,497","          2.05","4,759","4,464","          1.07"
"충청남도 서산시 운산면(4421038000)","4,937","2,708","          1.82","2,523","2,414","          1.05"
"충청남도 서산시 해미면(4421039000)","7,124","3,942","          1.81","3,698","3,426","          1.08"
"충청남도 서산시 고북면(4421040000)","6,041","2,976","          2.03","3,154","2,887","          1.09"
"충청남도 서산시 부춘동(4421051000)","18,769","8,956","          2.10","9,802","8,967","          1.09"
"충청남도 서산시 동문1동(4421052500)","18,182","7,757","          2.34","9,457","8,725","          1.08"
"충청남도 서산시 동문2동(4421053500)","8,532","4,373","          1.95","4,323","4,209","          1.03"
"충청남도 서산시 수석동(4421054000)","16,151","7,554","          2.14","8,205","7,946","          1.03"
"충청남도 서산시 석남동(4421055000)","34,171","14,139","          2.42","17,479","16,692","          1.05"
"충청남도 논산시 (4423000000)","112,399","58,109","          1.93","56,136","56,263","          1.00"
"충청남도 논산시 강경읍(4423025000)","7,648","4,238","          1.80","3,738","3,910","          0.96"
"충청남도 논산시 연무읍(4423025300)","13,012","6,766","          1.92","6,548","6,464","          1.01"
"충청남도 논산시 성동면(4423031000)","3,915","2,160","          1.81","1,960","1,955","          1.00"
"충청남도 논산시 광석면(4423032000)","4,042","2,230","          1.81","2,048","1,994","          1.03"
"충청남도 논산시 노성면(4423033000)","2,818","1,585","          1.78","1,419","1,399","          1.01"
"충청남도 논산시 상월면(4423034000)","3,413","1,895","          1.80","1,714","1,699","          1.01"
"충청남도 논산시 부적면(4423035000)","3,430","1,926","          1.78","1,742","1,688","          1.03"
"충청남도 논산시 연산면(4423036000)","5,912","3,368","          1.76","3,041","2,871","          1.06"
"충청남도 논산시 벌곡면(4423038000)","2,406","1,414","          1.70","1,233","1,173","          1.05"
"충청남도 논산시 양촌면(4423039000)","6,010","3,040","          1.98","3,042","2,968","          1.02"
"충청남도 논산시 가야곡면(4423040000)","3,265","1,904","          1.71","1,661","1,604","          1.04"
"충청남도 논산시 은진면(4423041000)","3,851","2,290","          1.68","2,054","1,797","          1.14"
"충청남도 논산시 채운면(4423042000)","2,129","1,148","          1.85","1,032","1,097","          0.94"
"충청남도 논산시 취암동(4423051000)","35,033","16,922","          2.07","17,446","17,587","          0.99"
"충청남도 논산시 부창동(4423052000)","15,515","7,223","          2.15","7,458","8,057","          0.93"
"충청남도 계룡시 (4425000000)","44,425","18,062","          2.46","22,147","22,278","          0.99"
"충청남도 계룡시 두마면(4425031000)","10,115","4,260","          2.37","4,985","5,130","          0.97"
"충청남도 계룡시 엄사면(4425031500)","17,812","7,870","          2.26","8,706","9,106","          0.96"
"충청남도 계룡시 신도안면(4425033000)","8,120","2,526","          3.21","4,221","3,899","          1.08"
"충청남도 계룡시 금암동(4425051000)","8,378","3,406","          2.46","4,235","4,143","          1.02"
"충청남도 당진시 (4427000000)","168,377","81,335","          2.07","89,682","78,695","          1.14"
"충청남도 당진시 합덕읍(4427025000)","8,404","4,571","          1.84","4,425","3,979","          1.11"
"충청남도 당진시 송악읍(4427025300)","30,501","14,663","          2.08","16,966","13,535","          1.25"
"충청남도 당진시 고대면(4427031000)","5,297","2,856","          1.85","2,745","2,552","          1.08"
"충청남도 당진시 석문면(4427032000)","9,062","5,547","          1.63","5,343","3,719","          1.44"
"충청남도 당진시 대호지면(4427033000)","2,324","1,252","          1.86","1,181","1,143","          1.03"
"충청남도 당진시 정미면(4427034000)","3,552","1,961","          1.81","1,825","1,727","          1.06"
"충청남도 당진시 면천면(4427035000)","3,476","1,850","          1.88","1,787","1,689","          1.06"
"충청남도 당진시 순성면(4427036000)","4,909","2,563","          1.92","2,491","2,418","          1.03"
"충청남도 당진시 우강면(4427037000)","5,502","2,792","          1.97","2,757","2,745","          1.00"
"충청남도 당진시 신평면(4427038000)","15,145","6,655","          2.28","7,760","7,385","          1.05"
"충청남도 당진시 송산면(4427039000)","11,861","6,207","          1.91","6,836","5,025","          1.36"
"충청남도 당진시 당진1동(4427051000)","28,036","13,680","          2.05","14,892","13,144","          1.13"
"충청남도 당진시 당진2동(4427052000)","22,930","9,586","          2.39","11,743","11,187","          1.05"
"충청남도 당진시 당진3동(4427053000)","17,378","7,152","          2.43","8,931","8,447","          1.06"
"충청남도 금산군 (4471000000)","50,062","26,193","          1.91","25,295","24,767","          1.02"
"충청남도 금산군 금산읍(4471025000)","22,505","10,554","          2.13","11,055","11,450","          0.97"
"충청남도 금산군 금성면(4471031000)","3,183","1,793","          1.78","1,628","1,555","          1.05"
"충청남도 금산군 제원면(4471032000)","2,756","1,613","          1.71","1,448","1,308","          1.11"
"충청남도 금산군 부리면(4471033000)","2,430","1,422","          1.71","1,222","1,208","          1.01"
"충청남도 금산군 군북면(4471034000)","2,427","1,367","          1.78","1,241","1,186","          1.05"
"충청남도 금산군 남일면(4471035000)","2,747","1,434","          1.92","1,395","1,352","          1.03"
"충청남도 금산군 남이면(4471036000)","2,031","1,139","          1.78","1,037","994","          1.04"
"충청남도 금산군 진산면(4471037000)","3,169","1,869","          1.70","1,596","1,573","          1.01"
"충청남도 금산군 복수면(4471038000)","2,941","1,715","          1.71","1,552","1,389","          1.12"
"충청남도 금산군 추부면(4471039000)","5,873","3,287","          1.79","3,121","2,752","          1.13"
"충청남도 부여군 (4476000000)","62,178","32,905","          1.89","30,914","31,264","          0.99"
"충청남도 부여군 부여읍(4476025000)","18,931","9,487","          2.00","9,378","9,553","          0.98"
"충청남도 부여군 규암면(4476031000)","11,754","5,713","          2.06","5,793","5,961","          0.97"
"충청남도 부여군 은산면(4476032000)","3,620","1,932","          1.87","1,836","1,784","          1.03"
"충청남도 부여군 외산면(4476033000)","2,256","1,321","          1.71","1,120","1,136","          0.99"
"충청남도 부여군 내산면(4476034000)","1,499","836","          1.79","750","749","          1.00"
"충청남도 부여군 구룡면(4476035000)","2,277","1,270","          1.79","1,123","1,154","          0.97"
"충청남도 부여군 홍산면(4476036000)","2,759","1,508","          1.83","1,337","1,422","          0.94"
"충청남도 부여군 옥산면(4476037000)","1,390","794","          1.75","675","715","          0.94"
"충청남도 부여군 남면(4476038000)","1,758","992","          1.77","852","906","          0.94"
"충청남도 부여군 충화면(4476039000)","1,103","659","          1.67","567","536","          1.06"
"충청남도 부여군 양화면(4476040000)","1,627","995","          1.64","768","859","          0.89"
"충청남도 부여군 임천면(4476041000)","2,752","1,570","          1.75","1,366","1,386","          0.99"
"충청남도 부여군 장암면(4476042000)","2,625","1,500","          1.75","1,340","1,285","          1.04"
"충청남도 부여군 세도면(4476043000)","3,013","1,701","          1.77","1,529","1,484","          1.03"
"충청남도 부여군 석성면(4476044000)","2,742","1,455","          1.88","1,434","1,308","          1.10"
"충청남도 부여군 초촌면(4476045000)","2,072","1,172","          1.77","1,046","1,026","          1.02"
"충청남도 서천군 (4477000000)","49,929","26,675","          1.87","24,693","25,236","          0.98"
"충청남도 서천군 장항읍(4477025000)","11,093","5,914","          1.88","5,562","5,531","          1.01"
"충청남도 서천군 서천읍(4477025300)","13,117","6,104","          2.15","6,393","6,724","          0.95"
"충청남도 서천군 마서면(4477031000)","4,675","2,614","          1.79","2,321","2,354","          0.99"
"충청남도 서천군 화양면(4477032000)","2,200","1,258","          1.75","1,083","1,117","          0.97"
"충청남도 서천군 기산면(4477033000)","1,552","908","          1.71","766","786","          0.97"
"충청남도 서천군 한산면(4477034000)","2,406","1,398","          1.72","1,137","1,269","          0.90"
"충청남도 서천군 마산면(4477035000)","1,437","809","          1.78","686","751","          0.91"
"충청남도 서천군 시초면(4477036000)","1,212","701","          1.73","590","622","          0.95"
"충청남도 서천군 문산면(4477037000)","1,199","715","          1.68","610","589","          1.04"
"충청남도 서천군 판교면(4477038000)","2,014","1,172","          1.72","987","1,027","          0.96"
"충청남도 서천군 종천면(4477039000)","2,005","1,176","          1.70","967","1,038","          0.93"
"충청남도 서천군 비인면(4477040000)","2,836","1,611","          1.76","1,424","1,412","          1.01"
"충청남도 서천군 서면(4477041000)","4,183","2,295","          1.82","2,167","2,016","          1.07"
"충청남도 청양군 (4479000000)","30,163","16,524","          1.83","15,363","14,800","          1.04"
"충청남도 청양군 청양읍(4479025000)","9,945","5,266","          1.89","5,054","4,891","          1.03"
"충청남도 청양군 운곡면(4479031000)","2,098","1,218","          1.72","1,049","1,049","          1.00"
"충청남도 청양군 대치면(4479032000)","2,221","1,241","          1.79","1,165","1,056","          1.10"
"충청남도 청양군 정산면(4479033000)","3,472","1,901","          1.83","1,799","1,673","          1.08"
"충청남도 청양군 목면(4479034000)","1,480","819","          1.81","782","698","          1.12"
"충청남도 청양군 청남면(4479035000)","1,824","1,002","          1.82","946","878","          1.08"
"충청남도 청양군 장평면(4479036000)","2,261","1,193","          1.90","1,149","1,112","          1.03"
"충청남도 청양군 남양면(4479037000)","2,640","1,511","          1.75","1,314","1,326","          0.99"
"충청남도 청양군 화성면(4479038000)","2,133","1,193","          1.79","1,071","1,062","          1.01"
"충청남도 청양군 비봉면(4479039000)","2,089","1,180","          1.77","1,034","1,055","          0.98"
"충청남도 홍성군 (4480000000)","97,905","46,837","          2.09","48,763","49,142","          0.99"
"충청남도 홍성군 홍성읍(4480025000)","36,546","17,650","          2.07","18,111","18,435","          0.98"
"충청남도 홍성군 광천읍(4480025300)","8,021","4,302","          1.86","3,946","4,075","          0.97"
"충청남도 홍성군 홍북읍(4480025600)","29,402","11,810","          2.49","14,716","14,686","          1.00"
"충청남도 홍성군 금마면(4480032000)","3,455","1,888","          1.83","1,772","1,683","          1.05"
"충청남도 홍성군 홍동면(4480033000)","3,374","1,705","          1.98","1,700","1,674","          1.02"
"충청남도 홍성군 장곡면(4480034000)","2,816","1,568","          1.80","1,352","1,464","          0.92"
"충청남도 홍성군 은하면(4480035000)","2,190","1,207","          1.81","1,123","1,067","          1.05"
"충청남도 홍성군 결성면(4480036000)","2,051","1,154","          1.78","1,002","1,049","          0.96"
"충청남도 홍성군 서부면(4480037000)","3,124","1,663","          1.88","1,528","1,596","          0.96"
"충청남도 홍성군 갈산면(4480038000)","3,465","1,976","          1.75","1,754","1,711","          1.03"
"충청남도 홍성군 구항면(4480039000)","3,461","1,914","          1.81","1,759","1,702","          1.03"
"충청남도 예산군 (4481000000)","77,462","39,646","          1.95","38,911","38,551","          1.01"
"충청남도 예산군 예산읍(4481025000)","31,714","15,196","          2.09","15,740","15,974","          0.99"
"충청남도 예산군 삽교읍(4481025300)","12,530","6,285","          1.99","6,276","6,254","          1.00"
"충청남도 예산군 대술면(4481031000)","2,341","1,328","          1.76","1,196","1,145","          1.04"
"충청남도 예산군 신양면(4481032000)","2,953","1,626","          1.82","1,497","1,456","          1.03"
"충청남도 예산군 광시면(4481033000)","3,013","1,682","          1.79","1,494","1,519","          0.98"
"충청남도 예산군 대흥면(4481034000)","1,719","965","          1.78","887","832","          1.07"
"충청남도 예산군 응봉면(4481035000)","2,438","1,346","          1.81","1,268","1,170","          1.08"
"충청남도 예산군 덕산면(4481036000)","6,522","3,452","          1.89","3,237","3,285","          0.99"
"충청남도 예산군 봉산면(4481037000)","2,444","1,328","          1.84","1,236","1,208","          1.02"
"충청남도 예산군 고덕면(4481038000)","4,337","2,333","          1.86","2,215","2,122","          1.04"
"충청남도 예산군 신암면(4481039000)","3,353","1,861","          1.80","1,720","1,633","          1.05"
"충청남도 예산군 오가면(4481040000)","4,098","2,244","          1.83","2,145","1,953","          1.10"
"충청남도 태안군 (4482500000)","61,160","33,140","          1.85","30,894","30,266","          1.02"
"충청남도 태안군 태안읍(4482525000)","29,148","14,362","          2.03","14,734","14,414","          1.02"
"충청남도 태안군 안면읍(4482525300)","8,278","4,760","          1.74","4,116","4,162","          0.99"
"충청남도 태안군 고남면(4482531000)","2,310","1,343","          1.72","1,110","1,200","          0.93"
"충청남도 태안군 남면(4482532000)","4,239","2,479","          1.71","2,188","2,051","          1.07"
"충청남도 태안군 근흥면(4482533000)","5,327","3,164","          1.68","2,749","2,578","          1.07"
"충청남도 태안군 소원면(4482534000)","5,277","3,146","          1.68","2,618","2,659","          0.98"
"충청남도 태안군 원북면(4482535000)","4,366","2,611","          1.67","2,247","2,119","          1.06"
"충청남도 태안군 이원면(4482536000)","2,215","1,275","          1.74","1,132","1,083","          1.05"
"전라북도  (4500000000)","1,768,229","856,232","          2.07","879,922","888,307","          0.99"
"전라북도 전주시 (4511000000)","650,596","296,124","          2.20","319,770","330,826","          0.97"
"전라북도 전주시 완산구 (4511100000)","332,079","153,520","          2.16","161,539","170,540","          0.95"
"전라북도 전주시 완산구 중앙동(4511151000)","9,709","4,955","          1.96","4,839","4,870","          0.99"
"전라북도 전주시 완산구 풍남동(4511153000)","3,862","2,374","          1.63","1,930","1,932","          1.00"
"전라북도 전주시 완산구 노송동(4511160500)","11,073","5,771","          1.92","5,393","5,680","          0.95"
"전라북도 전주시 완산구 완산동(4511163500)","5,187","2,713","          1.91","2,538","2,649","          0.96"
"전라북도 전주시 완산구 동서학동(4511165000)","6,116","3,182","          1.92","3,021","3,095","          0.98"
"전라북도 전주시 완산구 서서학동(4511166000)","8,326","4,432","          1.88","4,049","4,277","          0.95"
"전라북도 전주시 완산구 중화산1동(4511167100)","13,875","6,307","          2.20","6,651","7,224","          0.92"
"전라북도 전주시 완산구 중화산2동(4511167200)","19,357","9,193","          2.11","9,685","9,672","          1.00"
"전라북도 전주시 완산구 서신동(4511168000)","39,922","17,431","          2.29","19,407","20,515","          0.95"
"전라북도 전주시 완산구 평화1동(4511169100)","12,393","7,120","          1.74","5,986","6,407","          0.93"
"전라북도 전주시 완산구 평화2동(4511169200)","44,708","18,749","          2.38","21,490","23,218","          0.93"
"전라북도 전주시 완산구 삼천1동(4511170100)","10,996","4,968","          2.21","5,313","5,683","          0.93"
"전라북도 전주시 완산구 삼천2동(4511170200)","13,129","6,247","          2.10","6,311","6,818","          0.93"
"전라북도 전주시 완산구 삼천3동(4511170300)","21,320","9,119","          2.34","10,272","11,048","          0.93"
"전라북도 전주시 완산구 효자1동(4511171100)","12,970","5,904","          2.20","6,216","6,754","          0.92"
"전라북도 전주시 완산구 효자2동(4511171200)","9,599","4,525","          2.12","4,609","4,990","          0.92"
"전라북도 전주시 완산구 효자3동(4511171300)","14,287","5,967","          2.39","6,705","7,582","          0.88"
"전라북도 전주시 완산구 효자4동(4511171400)","38,670","16,344","          2.37","18,799","19,871","          0.95"
"전라북도 전주시 완산구 효자5동(4511173000)","36,580","18,219","          2.01","18,325","18,255","          1.00"
"전라북도 전주시 덕진구 (4511300000)","318,517","142,604","          2.23","158,231","160,286","          0.99"
"전라북도 전주시 덕진구 진북동(4511352500)","13,442","6,878","          1.95","6,539","6,903","          0.95"
"전라북도 전주시 덕진구 인후1동(4511354000)","17,860","7,524","          2.37","8,551","9,309","          0.92"
"전라북도 전주시 덕진구 인후2동(4511355000)","10,845","5,864","          1.85","5,396","5,449","          0.99"
"전라북도 전주시 덕진구 인후3동(4511356000)","31,169","14,598","          2.14","15,354","15,815","          0.97"
"전라북도 전주시 덕진구 덕진동(4511357000)","20,604","10,652","          1.93","10,462","10,142","          1.03"
"전라북도 전주시 덕진구 금암1동(4511358000)","7,721","5,381","          1.43","4,197","3,524","          1.19"
"전라북도 전주시 덕진구 금암2동(4511359000)","9,593","5,101","          1.88","4,680","4,913","          0.95"
"전라북도 전주시 덕진구 팔복동(4511360000)","7,672","4,607","          1.67","4,176","3,496","          1.19"
"전라북도 전주시 덕진구 우아1동(4511361100)","12,525","6,063","          2.07","6,261","6,264","          1.00"
"전라북도 전주시 덕진구 우아2동(4511361200)","14,260","7,673","          1.86","7,448","6,812","          1.09"
"전라북도 전주시 덕진구 호성동(4511362000)","19,350","7,970","          2.43","9,201","10,149","          0.91"
"전라북도 전주시 덕진구 송천1동(4511364100)","63,752","23,560","          2.71","31,511","32,241","          0.98"
"전라북도 전주시 덕진구 송천2동(4511364200)","25,617","10,448","          2.45","12,471","13,146","          0.95"
"전라북도 전주시 덕진구 조촌동(4511365000)","12,313","6,293","          1.96","6,317","5,996","          1.05"
"전라북도 전주시 덕진구 여의동(4511366500)","31,807","13,218","          2.41","15,954","15,853","          1.01"
"전라북도 전주시 덕진구 혁신동(4511367000)","19,987","6,774","          2.95","9,713","10,274","          0.95"
"전라북도 전주시효자출장소 (4511800000)","0","0","          0.00","0","0","          0.00"
"전라북도 군산시 (4513000000)","262,264","123,275","          2.13","132,833","129,431","          1.03"
"전라북도 군산시 옥구읍(4513025000)","3,000","1,632","          1.84","1,536","1,464","          1.05"
"전라북도 군산시 옥산면(4513031000)","4,592","1,974","          2.33","2,337","2,255","          1.04"
"전라북도 군산시 회현면(4513032000)","3,316","1,545","          2.15","1,708","1,608","          1.06"
"전라북도 군산시 임피면(4513033000)","2,494","1,398","          1.78","1,277","1,217","          1.05"
"전라북도 군산시 서수면(4513034000)","2,426","1,300","          1.87","1,217","1,209","          1.01"
"전라북도 군산시 대야면(4513035000)","4,774","2,611","          1.83","2,389","2,385","          1.00"
