"행정구역","2023년01월_총인구수","2023년01월_세대수","2023년01월_세대당 인구","2023년01월_남자 인구수","2023년01월_여자 인구수","2023년01월_남여 비율"
"대구광역시 동구 신암2동(2714052000)","10,136","4,426","          2.29","4,800","5,336","          0.90"
"대구광역시 동구 신암3동(2714053000)","11,387","4,963","          2.29","5,593","5,794","          0.97"
"대구광역시 동구 신암4동(2714054000)","11,056","6,190","          1.79","5,515","5,541","          1.00"
"대구광역시 동구 신암5동(2714054100)","6,151","3,128","          1.97","2,910","3,241","          0.90"
"대구광역시 동구 신천1.2동(2714055500)","12,458","6,043","          2.06","5,872","6,586","          0.89"
"대구광역시 동구 신천3동(2714057000)","14,627","6,395","          2.29","7,232","7,395","          0.98"
"대구광역시 동구 신천4동(2714058000)","8,303","5,057","          1.64","4,089","4,214","          0.97"
"대구광역시 동구 효목1동(2714059000)","13,137","6,899","          1.90","6,504","6,633","          0.98"
"대구광역시 동구 효목2동(2714060000)","12,728","6,307","          2.02","6,052","6,676","          0.91"
"대구광역시 동구 도평동(2714061500)","3,891","2,048","          1.90","2,093","1,798","          1.16"
"대구광역시 동구 불로.봉무동(2714062000)","20,979","8,758","          2.40","10,292","10,687","          0.96"
"대구광역시 동구 지저동(2714064000)","14,047","6,857","          2.05","7,016","7,031","          1.00"
"대구광역시 동구 동촌동(2714065500)","15,235","7,786","          1.96","7,641","7,594","          1.01"
"대구광역시 동구 방촌동(2714067000)","18,467","8,392","          2.20","8,903","9,564","          0.93"
"대구광역시 동구 해안동(2714068500)","14,846","7,236","          2.05","7,441","7,405","          1.00"
"대구광역시 동구 안심1동(2714072000)","41,128","19,757","          2.08","20,038","21,090","          0.95"
"대구광역시 동구 안심2동(2714073000)","11,708","5,386","          2.17","5,827","5,881","          0.99"
"대구광역시 동구 안심3동(2714074200)","21,769","8,676","          2.51","10,569","11,200","          0.94"
"대구광역시 동구 안심4동(2714074700)","28,338","11,871","          2.39","14,019","14,319","          0.98"
"대구광역시 동구 혁신동(2714075500)","18,562","8,799","          2.11","9,173","9,389","          0.98"
"대구광역시 동구 공산동(2714076000)","21,411","9,837","          2.18","10,486","10,925","          0.96"
"대구광역시 서구 (2717000000)","159,420","81,019","          1.97","79,358","80,062","          0.99"
"대구광역시 서구 내당1동(2717051000)","10,112","4,924","          2.05","5,009","5,103","          0.98"
"대구광역시 서구 내당2.3동(2717052500)","9,240","4,906","          1.88","4,451","4,789","          0.93"
"대구광역시 서구 내당4동(2717054000)","15,952","7,950","          2.01","7,628","8,324","          0.92"
"대구광역시 서구 비산1동(2717055000)","9,289","4,855","          1.91","4,719","4,570","          1.03"
"대구광역시 서구 비산2.3동(2717056500)","8,878","4,977","          1.78","4,334","4,544","          0.95"
"대구광역시 서구 비산4동(2717058000)","9,456","4,697","          2.01","4,595","4,861","          0.95"
"대구광역시 서구 비산5동(2717059000)","5,835","3,330","          1.75","2,970","2,865","          1.04"
"대구광역시 서구 비산6동(2717060000)","7,321","3,740","          1.96","3,601","3,720","          0.97"
"대구광역시 서구 비산7동(2717061000)","9,511","5,399","          1.76","5,030","4,481","          1.12"
"대구광역시 서구 평리1동(2717062000)","7,529","3,942","          1.91","3,772","3,757","          1.00"
"대구광역시 서구 평리2동(2717063000)","7,668","3,543","          2.16","3,724","3,944","          0.94"
"대구광역시 서구 평리3동(2717064000)","9,547","5,016","          1.90","4,799","4,748","          1.01"
